SIGLA,NO_ENTIDADE,REDE,NU_PARTICIPANTES,MEDIA_CN,MEDIA_CH,MEDIA_MT,MEDIA_LC,MEDIA_REDACAO,MEDIA_GERAL, TAXA ,,,,,,,,,,,
RS,INST EST EDUC CRISTOVAO DE MENDOZA,PUBLICA,152,492.02,541.5,514.74,523.39,629.36,517.91,32.1,TRUE,43041663,RS,INST EST EDUC CRISTOVAO DE MENDOZA,public,541.5,492.02,523.39,514.74,517.91,474
RS,INST EST EDUC DEPUTADO RUY RAMOS,PUBLICA,15,454.52,512.7,459.16,496.92,600,480.83,25.4,TRUE,43118135,RS,INST EST EDUC DEPUTADO RUY RAMOS,public,512.7,454.52,496.92,459.16,480.83,59
RS,INST EST EDUC DINARTE RIBEIRO,PUBLICA,85,469.37,522.3,505.6,500.02,546.25,499.32,60.3,TRUE,43027539,RS,INST EST EDUC DINARTE RIBEIRO,public,522.3,469.37,500.02,505.6,499.32,141
RS,INST EST EDUC DR CARLOS CHAGAS,PUBLICA,83,473.02,533.07,497.68,504.93,587.99,502.17,19.3,TRUE,43038441,RS,INST EST EDUC DR CARLOS CHAGAS,public,533.07,473.02,504.93,497.68,502.17,430
RS,INST EST EDUC DR CARLOS VIDAL DE OLIVEIRA -,PUBLICA,26,451.13,526.27,460.03,502.12,613.54,484.89,41.3,TRUE,43173136,RS,INST EST EDUC DR CARLOS VIDAL DE OLIVEIRA -,public,526.27,451.13,502.12,460.03,484.89,63
RS,INST EST EDUC DR RUY PIEGAS SILVEIRA,PUBLICA,45,494.26,561.08,511.26,530.14,606.11,524.19,60,TRUE,43059678,RS,INST EST EDUC DR RUY PIEGAS SILVEIRA,public,561.08,494.26,530.14,511.26,524.19,75
RS,INST EST EDUC ERICO VERISSIMO,PUBLICA,113,507.02,559.28,529.13,536.28,614.09,532.93,63.5,TRUE,43159095,RS,INST EST EDUC ERICO VERISSIMO,public,559.28,507.02,536.28,529.13,532.93,178
RS,INST EST EDUC ERNESTO ALVES,PUBLICA,120,467.54,517.26,469.02,494.36,577.37,487.04,55.3,TRUE,43113958,RS,INST EST EDUC ERNESTO ALVES,public,517.26,467.54,494.36,469.02,487.04,217
RS,INST EST EDUC FELIPE ROMAN ROS,PUBLICA,56,497.21,524.12,526.54,498.28,600.93,511.54,36.1,TRUE,43018211,RS,INST EST EDUC FELIPE ROMAN ROS,public,524.12,497.21,498.28,526.54,511.54,155
RS,INST EST EDUC GOMERCINDA DORNELLES FONTOURA,PUBLICA,50,517.86,576.69,526.62,541.91,623.47,540.77,52.6,TRUE,43055230,RS,INST EST EDUC GOMERCINDA DORNELLES FONTOURA,public,576.69,517.86,541.91,526.62,540.77,95
RS,INST EST EDUC GUILHERME CLEMENTE KOEHLER,PUBLICA,37,467.27,520.89,488.84,507.03,602.03,496.01,34.9,TRUE,43074219,RS,INST EST EDUC GUILHERME CLEMENTE KOEHLER,public,520.89,467.27,507.03,488.84,496.01,106
RS,INST EST EDUC IRMAO GETULIO,PUBLICA,114,476.92,539.2,498.09,514.23,594.25,507.11,67.1,TRUE,43163025,RS,INST EST EDUC IRMAO GETULIO,public,539.2,476.92,514.23,498.09,507.11,170
RS,INST EST EDUC JOAO NEVES DA FONTOURA,PUBLICA,87,487.71,543.03,512.15,518.34,586.75,515.31,47.5,TRUE,43029027,RS,INST EST EDUC JOAO NEVES DA FONTOURA,public,543.03,487.71,518.34,512.15,515.31,183
RS,INST EST EDUC JOSE BERNABE DE SOUZA,PUBLICA,17,466.59,524.54,464.39,510.46,580.88,491.5,34.8,TRUE,43099866,RS,INST EST EDUC JOSE BERNABE DE SOUZA,public,524.54,466.59,510.46,464.39,491.5,49
RS,INST EST EDUC JULIA BILLIART,PUBLICA,62,479.48,530.27,496.25,505.5,595.08,502.88,64.6,TRUE,43045596,RS,INST EST EDUC JULIA BILLIART,public,530.27,479.48,505.5,496.25,502.88,96
RS,INST EST EDUC MAE DE DEUS,PUBLICA,78,489.27,547.28,498.89,518.27,597.33,513.43,49.4,TRUE,43160999,RS,INST EST EDUC MAE DE DEUS,public,547.28,489.27,518.27,498.89,513.43,158
RS,INST EST EDUC MARIA CRISTINA - CIEP,PUBLICA,55,521.55,549.12,530.56,506.21,634.91,526.86,64.7,TRUE,43072135,RS,INST EST EDUC MARIA CRISTINA - CIEP,public,549.12,521.55,506.21,530.56,526.86,85
RS,INST EST EDUC MAURICIO CARDOSO,PUBLICA,82,492.15,540.75,518.81,517.7,611.04,517.35,55.4,TRUE,43150608,RS,INST EST EDUC MAURICIO CARDOSO,public,540.75,492.15,517.7,518.81,517.35,148
RS,INST EST EDUC NOSSA SENHORA IMACULADA,PUBLICA,35,513.25,567.77,531.91,525.6,602.34,534.63,52.5,TRUE,43151728,RS,INST EST EDUC NOSSA SENHORA IMACULADA,public,567.77,513.25,525.6,531.91,534.63,67
RS,INST EST EDUC OLAVO BILAC,PUBLICA,12,449.6,505.63,502.44,514.27,564.58,492.99,21.2,TRUE,43123686,RS,INST EST EDUC OLAVO BILAC,public,505.63,449.6,514.27,502.44,492.99,57
RS,INST EST EDUC OLIVIA LAHM HIRT,PUBLICA,74,482.81,549.47,498.84,512.77,564.04,510.97,28.2,TRUE,43074022,RS,INST EST EDUC OLIVIA LAHM HIRT,public,549.47,482.81,512.77,498.84,510.97,262
RS,INST EST EDUC PONCHE VERDE,PUBLICA,75,463.1,525.89,461.33,494.64,570,486.24,46,TRUE,43102948,RS,INST EST EDUC PONCHE VERDE,public,525.89,463.1,494.64,461.33,486.24,163
RS,INST EST EDUC PROF ANNES DIAS,PUBLICA,78,489.62,551.12,507.59,520.91,572.97,517.31,38,TRUE,43049672,RS,INST EST EDUC PROF ANNES DIAS,public,551.12,489.62,520.91,507.59,517.31,205
RS,INST EST EDUC PROF LIBERATO SALZANO V DA CUNHA,PUBLICA,63,460.03,518.84,462.8,503.94,592.74,486.4,56.8,TRUE,43124950,RS,INST EST EDUC PROF LIBERATO SALZANO V DA CUNHA,public,518.84,460.03,503.94,462.8,486.4,111
RS,INST EST EDUC PROFA IRMA TEOFANIA,PUBLICA,119,506.96,552.63,542.57,518.21,601.72,530.09,41.5,TRUE,43065600,RS,INST EST EDUC PROFA IRMA TEOFANIA,public,552.63,506.96,518.21,542.57,530.09,287
RS,INST EST EDUC PROFESSOR DIEHL,PUBLICA,72,481.81,516.5,501.01,490.64,551.87,497.49,40.7,TRUE,43111564,RS,INST EST EDUC PROFESSOR DIEHL,public,516.5,481.81,490.64,501.01,497.49,177
RS,INST EST EDUC PROFESSORA GUILHERMINA JAVORSKI,PUBLICA,70,523.93,579.4,534.82,530.62,596.27,542.19,67.8,TRUE,43079865,RS,INST EST EDUC PROFESSORA GUILHERMINA JAVORSKI,public,579.4,523.93,530.62,534.82,542.19,103
RS,INST EST EDUC SALGADO FILHO,PUBLICA,81,474.49,523.96,492.34,511.83,596.75,500.66,45.5,TRUE,43134335,RS,INST EST EDUC SALGADO FILHO,public,523.96,474.49,511.83,492.34,500.66,178
RS,INST EST EDUC SAO FRANCISCO SOLANO,PUBLICA,56,503.41,545.63,536.28,516.26,563.64,525.39,46.3,TRUE,43169627,RS,INST EST EDUC SAO FRANCISCO SOLANO,public,545.63,503.41,516.26,536.28,525.39,121
RS,INST EST EDUC SAO JOAO BATISTA,PUBLICA,26,466.81,510.47,464.08,510.75,534.38,488.03,48.1,TRUE,43057730,RS,INST EST EDUC SAO JOAO BATISTA,public,510.47,466.81,510.75,464.08,488.03,54
RS,INST EST EDUC VASCONCELOS JARDIM,PUBLICA,60,465.89,521.66,486.68,486.22,554.31,490.11,87.4,TRUE,43066348,RS,INST EST EDUC VASCONCELOS JARDIM,public,521.66,465.89,486.22,486.68,490.11,69
RS,INST EST EDUCACAO MENNA BARRETO,PUBLICA,18,506.64,562.14,509.58,544.43,612.5,530.7,34.6,TRUE,43135994,RS,INST EST EDUCACAO MENNA BARRETO,public,562.14,506.64,544.43,509.58,530.7,52
RS,INST EST PROF VICENTE LUIZ FERREIRA,PUBLICA,25,451.64,496.89,483.15,459.26,552.08,472.74,44.6,TRUE,43152210,RS,INST EST PROF VICENTE LUIZ FERREIRA,public,496.89,451.64,459.26,483.15,472.74,56
RS,INST EST RUI BARBOSA,PUBLICA,83,500.42,544.05,526.05,516.91,624.38,521.86,83,TRUE,43141480,RS,INST EST RUI BARBOSA,public,544.05,500.42,516.91,526.05,521.86,100
RS,INST ESTADUAL CEL GENUINO SAMPAIO,PUBLICA,131,499.7,561.39,558.08,536.13,605.34,538.83,73.2,TRUE,43145809,RS,INST ESTADUAL CEL GENUINO SAMPAIO,public,561.39,499.7,536.13,558.08,538.83,179
RS,INST ESTADUAL COUTO DE MAGALHAES,PUBLICA,53,456.13,518.5,462.95,481.35,560.2,479.73,42.5,TRUE,43016430,RS,INST ESTADUAL COUTO DE MAGALHAES,public,518.5,456.13,481.35,462.95,479.73,125
RS,INST ESTADUAL DE EDUCACAO VICENTE DUTRA,PUBLICA,58,517.55,569.93,544.09,537.92,616.82,542.37,45.4,TRUE,43080545,RS,INST ESTADUAL DE EDUCACAO VICENTE DUTRA,public,569.93,517.55,537.92,544.09,542.37,128
RS,INST ESTADUAL DR CARLOS AUGUSTO DE MOURA E CUNHA,PUBLICA,57,492.8,541.11,512.31,514.05,607.73,515.07,64,TRUE,43070280,RS,INST ESTADUAL DR CARLOS AUGUSTO DE MOURA E CUNHA,public,541.11,492.8,514.05,512.31,515.07,89
RS,INST ESTADUAL ERNESTO FERREIRA MAIA,PUBLICA,65,464.5,489.13,453.01,467.73,559.27,468.59,43.8,TRUE,43063780,RS,INST ESTADUAL ERNESTO FERREIRA MAIA,public,489.13,464.5,467.73,453.01,468.59,148
RS,INST ESTADUAL JOAO XXIII,PUBLICA,47,496.41,526.3,508.69,509.2,612.5,510.15,79.7,TRUE,43033466,RS,INST ESTADUAL JOAO XXIII,public,526.3,496.41,509.2,508.69,510.15,59
RS,INST ESTADUAL MADRE BENICIA,PUBLICA,28,483.56,519.11,489.67,524.54,554.63,504.22,41.2,TRUE,43092950,RS,INST ESTADUAL MADRE BENICIA,public,519.11,483.56,524.54,489.67,504.22,68
RS,INST ESTADUAL MANOEL DE ALMEIDA RAMOS,PUBLICA,35,451.86,523.71,482,486.4,538.64,485.99,51.5,TRUE,43039235,RS,INST ESTADUAL MANOEL DE ALMEIDA RAMOS,public,523.71,451.86,486.4,482,485.99,68
RS,INST ESTADUAL MATHILDE ZATAR,PUBLICA,55,464.25,528.06,487.8,486.12,555.77,491.56,51.4,TRUE,43145884,RS,INST ESTADUAL MATHILDE ZATAR,public,528.06,464.25,486.12,487.8,491.56,107
RS,INST ESTADUAL POLIVALENTE,PUBLICA,46,477.28,524.67,488.39,480.14,567.61,492.62,55.3,TRUE,43150829,RS,INST ESTADUAL POLIVALENTE,public,524.67,477.28,480.14,488.39,492.62,83
RS,INST ESTADUAL SAO JOSE,PUBLICA,25,469.55,504.62,461.96,480.41,589,479.13,32.1,TRUE,43150748,RS,INST ESTADUAL SAO JOSE,public,504.62,469.55,480.41,461.96,479.13,78
RS,INST ESTADUAL SENO FREDERICO LUDWIG,PUBLICA,34,465.72,507.47,503.28,514.86,537.5,497.83,19.3,TRUE,43171494,RS,INST ESTADUAL SENO FREDERICO LUDWIG,public,507.47,465.72,514.86,503.28,497.83,176
RS,INST FED EDUC CIENCIA E TECNOLOGIA DO RS - CAMPUS BENTO GONCALVES,PUBLICA,55,568.19,616.7,634.04,568.75,628.18,596.92,75.9,TRUE,43022340,RS,INST FED EDUC CIENCIA E TECNOLOGIA DO RS - CAMPUS BENTO GONCALVES,public,616.7,568.19,568.75,634.04,596.92,72
RS,INST SINODAL DA PAZ,PRIVADA,57,591.46,653.79,675.93,609.04,725.45,632.55,95,TRUE,43126561,RS,INST SINODAL DA PAZ,private,653.79,591.46,609.04,675.93,632.55,60
RS,INSTITUTO ADVENTISTA CRUZEIRO DO SUL,PRIVADA,90,549.1,596.84,614.66,570.21,619.03,582.71,53.3,TRUE,43152910,RS,INSTITUTO ADVENTISTA CRUZEIRO DO SUL,private,596.84,549.1,570.21,614.66,582.71,169
RS,INSTITUTO ANGLICANO BARAO DO RIO BRANCO,PRIVADA,11,546.29,598.84,595.51,567.7,643.18,577.08,57.5,TRUE,43151345,RS,INSTITUTO ANGLICANO BARAO DO RIO BRANCO,private,598.84,546.29,567.7,595.51,577.08,19
RS,INSTITUTO ANGLICANO BARAO DO RIO BRANCO,PRIVADA,116,563.11,608.27,617.7,581.64,666.09,592.68,93.5,TRUE,43057101,RS,INSTITUTO ANGLICANO BARAO DO RIO BRANCO,private,608.27,563.11,581.64,617.7,592.68,124
RS,INSTITUTO DE ED MARISTA NOSSA SENHORA DAS GRACAS,PRIVADA,44,545.83,602.24,609.95,586.17,617.26,586.05,64.7,TRUE,43167772,RS,INSTITUTO DE ED MARISTA NOSSA SENHORA DAS GRACAS,private,602.24,545.83,586.17,609.95,586.05,68
RS,INSTITUTO DE EDUCACAO CENECISTA ANGELO ANTONELLO,PRIVADA,25,517.19,559.25,551.47,564.08,646,548,33.3,TRUE,43061745,RS,INSTITUTO DE EDUCACAO CENECISTA ANGELO ANTONELLO,private,559.25,517.19,564.08,551.47,548,75
RS,INSTITUTO DE EDUCACAO CENECISTA GENERAL CANABARRO,PRIVADA,16,548.69,605.51,549.11,567.69,607.81,567.75,100,TRUE,43169830,RS,INSTITUTO DE EDUCACAO CENECISTA GENERAL CANABARRO,private,605.51,548.69,567.69,549.11,567.75,16
RS,INSTITUTO DE EDUCACAO CENECISTA PROFESSOR ALCIDES CONTER,PRIVADA,11,507.38,591.1,545.39,576.73,629.55,555.15,73.3,TRUE,43026699,RS,INSTITUTO DE EDUCACAO CENECISTA PROFESSOR ALCIDES CONTER,private,591.1,507.38,576.73,545.39,555.15,15
RS,INSTITUTO DE EDUCACAO CENECISTA SANTO ANTONIO,PRIVADA,29,537.42,591.04,525.26,578.29,746.55,558,39.7,TRUE,43043429,RS,INSTITUTO DE EDUCACAO CENECISTA SANTO ANTONIO,private,591.04,537.42,578.29,525.26,558,73
RS,INSTITUTO DE EDUCACAO CENECISTA TENENTE PORTELA,PRIVADA,17,470.26,534.96,507.04,516.44,685.29,507.18,36.2,TRUE,43154697,RS,INSTITUTO DE EDUCACAO CENECISTA TENENTE PORTELA,private,534.96,470.26,516.44,507.04,507.18,47
RS,INSTITUTO DE EDUCACAO DIVINA PROVIDENCIA,PRIVADA,15,525.8,599.8,606.15,589.37,650,580.28,55.6,TRUE,43038867,RS,INSTITUTO DE EDUCACAO DIVINA PROVIDENCIA,private,599.8,525.8,589.37,606.15,580.28,27
RS,INSTITUTO DE EDUCACAO IVOTI,PRIVADA,44,548.29,588.38,631.43,583.41,613.75,587.88,48.7,TRUE,43078370,RS,INSTITUTO DE EDUCACAO IVOTI,private,588.38,548.29,583.41,631.43,587.88,90
RS,INSTITUTO DE EDUCACAO SAO FRANCISCO,PRIVADA,59,524.79,569.87,572.71,558.38,631.58,556.44,65.6,TRUE,43107877,RS,INSTITUTO DE EDUCACAO SAO FRANCISCO,private,569.87,524.79,558.38,572.71,556.44,90
RS,INSTITUTO DE EDUCACAO SAO JOSE,PRIVADA,13,524.29,571.59,577.4,569.14,682.69,560.61,61.9,TRUE,43087442,RS,INSTITUTO DE EDUCACAO SAO JOSE,private,571.59,524.29,569.14,577.4,560.61,21
RS,INSTITUTO EDUCACIONAL DIMENSAO LTDA,PRIVADA,14,522.44,590.81,583.81,571.33,657.14,567.1,78,TRUE,43181040,RS,INSTITUTO EDUCACIONAL DIMENSAO LTDA,private,590.81,522.44,571.33,583.81,567.1,18
RS,INSTITUTO EST DE EDUC ESTRELA DA MANHA,PUBLICA,33,511.33,584.2,534.68,553.72,643.75,545.98,33,TRUE,43060790,RS,INSTITUTO EST DE EDUC ESTRELA DA MANHA,public,584.2,511.33,553.72,534.68,545.98,100
RS,INSTITUTO EST DE EDUCACAO ISABEL DE ESPANHA,PUBLICA,170,460.39,514.11,472.86,492.43,560.31,484.95,64.4,TRUE,43167764,RS,INSTITUTO EST DE EDUCACAO ISABEL DE ESPANHA,public,514.11,460.39,492.43,472.86,484.95,264
RS,INSTITUTO EST EDUCACAO ASSIS BRASIL,PUBLICA,38,490.78,531.81,512.86,501.22,615.54,509.17,51.6,TRUE,43172059,RS,INSTITUTO EST EDUCACAO ASSIS BRASIL,public,531.81,490.78,501.22,512.86,509.17,74
RS,INSTITUTO ESTADUAL ALFREDO OSCAR KIEFER,PUBLICA,15,515.43,563.75,566.09,516.3,520,540.39,34.1,TRUE,43170587,RS,INSTITUTO ESTADUAL ALFREDO OSCAR KIEFER,public,563.75,515.43,516.3,566.09,540.39,44
RS,INSTITUTO ESTADUAL ANIBAL BENEVOLO,PUBLICA,14,456.61,529.88,435.63,482.7,559.62,476.2,35.9,TRUE,43077544,RS,INSTITUTO ESTADUAL ANIBAL BENEVOLO,public,529.88,456.61,482.7,435.63,476.2,39
RS,INSTITUTO ESTADUAL CARDEAL ARCOVERDE,PUBLICA,53,482.35,528.32,507.95,509.81,576.92,507.11,41.1,TRUE,43098991,RS,INSTITUTO ESTADUAL CARDEAL ARCOVERDE,public,528.32,482.35,509.81,507.95,507.11,129
RS,INSTITUTO ESTADUAL CECY LEITE COSTA,PUBLICA,129,483.76,527.54,510.85,504.89,569.44,506.76,55.4,TRUE,43097790,RS,INSTITUTO ESTADUAL CECY LEITE COSTA,public,527.54,483.76,504.89,510.85,506.76,233
RS,INSTITUTO ESTADUAL DE ED OSVALDO CRUZ,PUBLICA,78,510.26,565.2,543.72,545.83,624.35,541.25,75,TRUE,43077595,RS,INSTITUTO ESTADUAL DE ED OSVALDO CRUZ,public,565.2,510.26,545.83,543.72,541.25,104
RS,INSTITUTO ESTADUAL DE EDUCACAO 22 DE MAIO,PUBLICA,42,500.16,529.43,494.54,506.57,605.49,507.68,46.8,TRUE,43096514,RS,INSTITUTO ESTADUAL DE EDUCACAO 22 DE MAIO,public,529.43,500.16,506.57,494.54,507.68,90
RS,INSTITUTO ESTADUAL DE EDUCACAO BERNARDINO ANGELO,PUBLICA,42,458.09,521.11,442.12,488.15,581.71,477.37,41.6,TRUE,43052797,RS,INSTITUTO ESTADUAL DE EDUCACAO BERNARDINO ANGELO,public,521.11,458.09,488.15,442.12,477.37,101
RS,INSTITUTO ESTADUAL DE EDUCACAO BORGES DO CANTO,PUBLICA,35,456.59,535.43,438.05,503,644.12,483.27,81.4,TRUE,43095534,RS,INSTITUTO ESTADUAL DE EDUCACAO BORGES DO CANTO,public,535.43,456.59,503,438.05,483.27,43
RS,INSTITUTO ESTADUAL DE EDUCACAO DR BULCAO,PUBLICA,47,472.03,525.59,486.42,497.08,551.16,495.28,70.1,TRUE,43083951,RS,INSTITUTO ESTADUAL DE EDUCACAO DR BULCAO,public,525.59,472.03,497.08,486.42,495.28,67
RS,INSTITUTO ESTADUAL DE EDUCACAO DR WALTER THOFEHRN,PUBLICA,141,478.52,536.45,514.99,514.47,576.13,511.11,72.1,TRUE,43140661,RS,INSTITUTO ESTADUAL DE EDUCACAO DR WALTER THOFEHRN,public,536.45,478.52,514.47,514.99,511.11,196
RS,INSTITUTO ESTADUAL DE EDUCACAO EDMUNDO ROEWER,PUBLICA,21,500.13,546.36,517.15,518.36,618.42,520.5,16.6,TRUE,43073824,RS,INSTITUTO ESTADUAL DE EDUCACAO EDMUNDO ROEWER,public,546.36,500.13,518.36,517.15,520.5,127
RS,INSTITUTO ESTADUAL DE EDUCACAO ESPIRITO SANTO,PUBLICA,60,481.05,530.27,485.75,516.17,603.02,503.31,89.7,TRUE,43079059,RS,INSTITUTO ESTADUAL DE EDUCACAO ESPIRITO SANTO,public,530.27,481.05,516.17,485.75,503.31,67
RS,INSTITUTO ESTADUAL DE EDUCACAO FAGUNDES VARELA,PUBLICA,55,456.02,499.15,447.87,464.33,528.24,466.84,32.8,TRUE,43087043,RS,INSTITUTO ESTADUAL DE EDUCACAO FAGUNDES VARELA,public,499.15,456.02,464.33,447.87,466.84,168
RS,INSTITUTO ESTADUAL DE EDUCACAO GOMES JARDIM,PUBLICA,93,480.69,547.78,509.37,522.39,584.2,515.06,61.2,TRUE,43070124,RS,INSTITUTO ESTADUAL DE EDUCACAO GOMES JARDIM,public,547.78,480.69,522.39,509.37,515.06,152
RS,INSTITUTO ESTADUAL DE EDUCACAO JUVENAL MILLER,PUBLICA,246,474.05,523.66,492.73,517.4,578.8,501.96,75,TRUE,43113672,RS,INSTITUTO ESTADUAL DE EDUCACAO JUVENAL MILLER,public,523.66,474.05,517.4,492.73,501.96,328
RS,INSTITUTO ESTADUAL DE EDUCACAO MADRE TEREZA,PUBLICA,78,510.6,564.37,533.86,530.85,602.6,534.92,63.1,TRUE,43147267,RS,INSTITUTO ESTADUAL DE EDUCACAO MADRE TEREZA,public,564.37,510.6,530.85,533.86,534.92,124
RS,INSTITUTO ESTADUAL DE EDUCACAO MARCILIO DIAS,PUBLICA,113,504.54,561.52,528.11,540.28,625.22,533.61,68.5,TRUE,43156371,RS,INSTITUTO ESTADUAL DE EDUCACAO MARCILIO DIAS,public,561.52,504.54,540.28,528.11,533.61,165
RS,INSTITUTO ESTADUAL DE EDUCACAO MIGUEL CALMON,PUBLICA,44,499.55,541.24,500.84,519.95,598.84,515.4,39.5,TRUE,43118755,RS,INSTITUTO ESTADUAL DE EDUCACAO MIGUEL CALMON,public,541.24,499.55,519.95,500.84,515.4,111
RS,INSTITUTO ESTADUAL DE EDUCACAO ODAO FELIPPE PIPPI,PUBLICA,115,467.27,517.37,494.01,488.11,573.21,491.69,50.4,TRUE,43129331,RS,INSTITUTO ESTADUAL DE EDUCACAO ODAO FELIPPE PIPPI,public,517.37,467.27,488.11,494.01,491.69,228
RS,INSTITUTO ESTADUAL DE EDUCACAO PADRE VITORIO,PUBLICA,75,481.21,531.46,506.73,492.2,600.68,502.9,59.1,TRUE,43104568,RS,INSTITUTO ESTADUAL DE EDUCACAO PADRE VITORIO,public,531.46,481.21,492.2,506.73,502.9,127
RS,INSTITUTO ESTADUAL DE EDUCACAO PAULO DA GAMA,PUBLICA,40,493.42,552.27,544.69,525.82,619.23,529.05,67.8,TRUE,43108067,RS,INSTITUTO ESTADUAL DE EDUCACAO PAULO DA GAMA,public,552.27,493.42,525.82,544.69,529.05,59
RS,INSTITUTO ESTADUAL DE EDUCACAO PEREIRA CORUJA,PUBLICA,75,481.35,535.67,512.59,503.21,589.53,508.2,59.7,TRUE,43153208,RS,INSTITUTO ESTADUAL DE EDUCACAO PEREIRA CORUJA,public,535.67,481.35,503.21,512.59,508.2,126
RS,INSTITUTO ESTADUAL DE EDUCACAO PRINCESA ISABEL,PUBLICA,44,485.18,540.55,493.26,506.9,605.36,506.47,28.4,TRUE,43029914,RS,INSTITUTO ESTADUAL DE EDUCACAO PRINCESA ISABEL,public,540.55,485.18,506.9,493.26,506.47,155
RS,INSTITUTO ESTADUAL DE EDUCACAO PROFESSOR ISAIAS,PUBLICA,28,471.13,535.46,478.55,506.31,604.46,497.86,38.4,TRUE,43127150,RS,INSTITUTO ESTADUAL DE EDUCACAO PROFESSOR ISAIAS,public,535.46,471.13,506.31,478.55,497.86,73
RS,INSTITUTO ESTADUAL DE EDUCACAO PROFESSOR OSMAR POPPE,PUBLICA,87,473.8,528.02,502.87,501.67,608.82,501.59,60.8,TRUE,43141544,RS,INSTITUTO ESTADUAL DE EDUCACAO PROFESSOR OSMAR POPPE,public,528.02,473.8,501.67,502.87,501.59,143
RS,INSTITUTO ESTADUAL DE EDUCACAO SANTO ANTONIO,PUBLICA,30,468.19,517.88,481.41,481.23,582.14,487.18,13.4,TRUE,43130801,RS,INSTITUTO ESTADUAL DE EDUCACAO SANTO ANTONIO,public,517.88,468.19,481.23,481.41,487.18,224
RS,INSTITUTO ESTADUAL DE EDUCACAO SAPIRANGA,PUBLICA,184,491.11,548.66,526.05,524.16,615.85,522.49,53.8,TRUE,43145710,RS,INSTITUTO ESTADUAL DE EDUCACAO SAPIRANGA,public,548.66,491.11,524.16,526.05,522.49,342
RS,INSTITUTO ESTADUAL DE EDUCACAO TIRADENTES,PUBLICA,141,505.93,552.8,529.96,527.84,592.96,529.13,55.6,TRUE,43092217,RS,INSTITUTO ESTADUAL DE EDUCACAO TIRADENTES,public,552.8,505.93,527.84,529.96,529.13,254
RS,INSTITUTO ESTADUAL DE EDUCACAO VISCONDE DE TAUNAY,PUBLICA,34,486.78,530.61,491.28,517.31,596.21,506.49,38.7,TRUE,43076637,RS,INSTITUTO ESTADUAL DE EDUCACAO VISCONDE DE TAUNAY,public,530.61,486.78,517.31,491.28,506.49,88
RS,INSTITUTO ESTADUAL DOM DIOGO DE SOUZA,PUBLICA,125,491.66,555.22,533.79,536.76,600,529.36,49,TRUE,43105580,RS,INSTITUTO ESTADUAL DOM DIOGO DE SOUZA,public,555.22,491.66,536.76,533.79,529.36,255
RS,INSTITUTO ESTADUAL DR LUIZ PACHECO PRATES,PUBLICA,26,479.76,538,482.31,504.48,572.83,501.14,51,TRUE,43111467,RS,INSTITUTO ESTADUAL DR LUIZ PACHECO PRATES,public,538,479.76,504.48,482.31,501.14,51
RS,INSTITUTO ESTADUAL MARECHAL RONDON,PUBLICA,44,462.29,509.63,492.32,483.83,580.23,487.02,54.3,TRUE,43026613,RS,INSTITUTO ESTADUAL MARECHAL RONDON,public,509.63,462.29,483.83,492.32,487.02,81
RS,INSTITUTO ESTADUAL NOSSA SENHORA DO CARMO,PUBLICA,38,454.71,494.78,446.17,474.84,530.41,467.63,45.2,TRUE,43013759,RS,INSTITUTO ESTADUAL NOSSA SENHORA DO CARMO,public,494.78,454.71,474.84,446.17,467.63,84
RS,INSTITUTO ESTADUAL PADRE CAETANO,PUBLICA,13,518.62,592.42,553.58,553.59,653.85,554.55,54.2,TRUE,43123805,RS,INSTITUTO ESTADUAL PADRE CAETANO,public,592.42,518.62,553.59,553.58,554.55,24
RS,INSTITUTO ESTADUAL PAULO FREIRE,PUBLICA,15,448.15,501.17,465.57,462.31,539.29,469.3,14.6,TRUE,43186890,RS,INSTITUTO ESTADUAL PAULO FREIRE,public,501.17,448.15,462.31,465.57,469.3,103
RS,INSTITUTO ESTADUAL PROFESSORA GEMA ANGELINA BELIA,PUBLICA,28,479.81,551.62,515.85,524.05,582,517.83,43.1,TRUE,43105386,RS,INSTITUTO ESTADUAL PROFESSORA GEMA ANGELINA BELIA,public,551.62,479.81,524.05,515.85,517.83,65
RS,INSTITUTO ESTADUAL PROFESSORA NENA-CIEP,PUBLICA,63,475.96,527.43,501.13,494.29,589.58,499.7,42.3,TRUE,43171540,RS,INSTITUTO ESTADUAL PROFESSORA NENA-CIEP,public,527.43,475.96,494.29,501.13,499.7,149
RS,INSTITUTO ESTADUAL RIACHUELO,PUBLICA,128,460.14,523.49,502.62,502.39,566.81,497.16,51.2,TRUE,43038859,RS,INSTITUTO ESTADUAL RIACHUELO,public,523.49,460.14,502.39,502.62,497.16,250
RS,INSTITUTO ESTADUAL RIO BRANCO,PUBLICA,56,487.59,553.65,490.5,526.64,591.98,514.59,57.1,TRUE,43108040,RS,INSTITUTO ESTADUAL RIO BRANCO,public,553.65,487.59,526.64,490.5,514.59,98
RS,INSTITUTO ESTADUAL ROMAGUERA CORREA,PUBLICA,80,465.56,515.63,489.29,505.31,571.75,493.95,70.8,TRUE,43162681,RS,INSTITUTO ESTADUAL ROMAGUERA CORREA,public,515.63,465.56,505.31,489.29,493.95,113
RS,INSTITUTO ESTADUAL SANTO TOMAS DE AQUINO,PUBLICA,102,516,563.3,533.32,529.26,647.3,535.47,68.9,TRUE,43085598,RS,INSTITUTO ESTADUAL SANTO TOMAS DE AQUINO,public,563.3,516,529.26,533.32,535.47,148
