SIGLA,NO_ENTIDADE,REDE,NU_PARTICIPANTES,MEDIA_CN,MEDIA_CH,MEDIA_MT,MEDIA_LC,MEDIA_REDACAO,MEDIA_GERAL, TAXA ,,,,,,,,,,,
RS,ESCOLA ESTADUAL DE ENSINO MEDIO DE ARARICA,PUBLICA,16,443.67,482.13,466.01,466.73,548.44,464.63,55.2,TRUE,43207367,RS,ESCOLA ESTADUAL DE ENSINO MEDIO DE ARARICA,public,482.13,443.67,466.73,466.01,464.63,29
RS,ESCOLA ESTADUAL DE ENSINO MEDIO DOUTOR LUIZ BASTOS DO PRADO,PUBLICA,31,485.55,545.12,518.4,514.55,605.36,515.9,35.6,TRUE,43069010,RS,ESCOLA ESTADUAL DE ENSINO MEDIO DOUTOR LUIZ BASTOS DO PRADO,public,545.12,485.55,514.55,518.4,515.9,87
RS,ESCOLA ESTADUAL DE ENSINO MEDIO DOUTOR RICARDO,PUBLICA,23,464.8,501.17,449.58,473.3,544.32,472.21,71.9,TRUE,43054366,RS,ESCOLA ESTADUAL DE ENSINO MEDIO DOUTOR RICARDO,public,501.17,464.8,473.3,449.58,472.21,32
RS,ESCOLA ESTADUAL DE ENSINO MEDIO DR CARLOS MESKO,PUBLICA,13,493.02,566.82,486.22,508.99,625,513.76,56.5,TRUE,43037275,RS,ESCOLA ESTADUAL DE ENSINO MEDIO DR CARLOS MESKO,public,566.82,493.02,508.99,486.22,513.76,23
RS,ESCOLA ESTADUAL DE ENSINO MEDIO ERICO VERISSIMO,PUBLICA,15,455.62,522.5,463.4,493.22,620,483.69,71.4,TRUE,43138039,RS,ESCOLA ESTADUAL DE ENSINO MEDIO ERICO VERISSIMO,public,522.5,455.62,493.22,463.4,483.69,21
RS,ESCOLA ESTADUAL DE ENSINO MEDIO ERNESTO TOCCHETTO,PUBLICA,12,477.44,510.81,478.33,497.83,566.67,491.1,18.9,TRUE,43098380,RS,ESCOLA ESTADUAL DE ENSINO MEDIO ERNESTO TOCCHETTO,public,510.81,477.44,497.83,478.33,491.1,63
RS,ESCOLA ESTADUAL DE ENSINO MEDIO GETULIO VARGAS,PUBLICA,21,492.61,542.3,529.7,510.8,560.71,518.85,52.9,TRUE,43154700,RS,ESCOLA ESTADUAL DE ENSINO MEDIO GETULIO VARGAS,public,542.3,492.61,510.8,529.7,518.85,40
RS,ESCOLA ESTADUAL DE ENSINO MEDIO GOVERNADOR WALTER JOBIM,PUBLICA,82,486.4,531.63,513.85,510.73,580.38,510.65,63.1,TRUE,43167586,RS,ESCOLA ESTADUAL DE ENSINO MEDIO GOVERNADOR WALTER JOBIM,public,531.63,486.4,510.73,513.85,510.65,130
RS,ESCOLA ESTADUAL DE ENSINO MEDIO GUARARAPES,PUBLICA,50,515.8,555.47,540.3,530.71,627.5,535.57,29.6,TRUE,43016197,RS,ESCOLA ESTADUAL DE ENSINO MEDIO GUARARAPES,public,555.47,515.8,530.71,540.3,535.57,169
RS,ESCOLA ESTADUAL DE ENSINO MEDIO GUIMARAES ROSA,PUBLICA,53,470.75,521.93,495.2,508.85,618.14,499.18,63.1,TRUE,43029825,RS,ESCOLA ESTADUAL DE ENSINO MEDIO GUIMARAES ROSA,public,521.93,470.75,508.85,495.2,499.18,84
RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOAO PRZYCZYNSKI,PUBLICA,63,469.37,505.99,473.94,484.73,575,483.51,88.7,TRUE,43071511,RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOAO PRZYCZYNSKI,public,505.99,469.37,484.73,473.94,483.51,71
RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOAQUIM JOSE DA SILVA XAVIER,PUBLICA,13,446.22,477.5,489.77,442.89,508.33,464.09,44.8,TRUE,43115969,RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOAQUIM JOSE DA SILVA XAVIER,public,477.5,446.22,442.89,489.77,464.09,29
RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE DE ANCHIETA,PUBLICA,21,468.93,517.32,469.35,458.15,521.43,478.44,60,TRUE,43033954,RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE DE ANCHIETA,public,517.32,468.93,458.15,469.35,478.44,35
RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE LUCHESE,PUBLICA,11,493.65,552.87,478.69,499.86,538.64,506.27,45.8,TRUE,43149979,RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE LUCHESE,public,552.87,493.65,499.86,478.69,506.27,24
RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE MANICA,PUBLICA,24,456.76,531.01,505.55,512.51,611.96,501.46,32.9,TRUE,43121446,RS,ESCOLA ESTADUAL DE ENSINO MEDIO JOSE MANICA,public,531.01,456.76,512.51,505.55,501.46,73
RS,ESCOLA ESTADUAL DE ENSINO MEDIO LUIZ MOSCHETTI,PUBLICA,33,473.25,534.98,489.54,515.86,575.81,503.41,52.4,TRUE,43038832,RS,ESCOLA ESTADUAL DE ENSINO MEDIO LUIZ MOSCHETTI,public,534.98,473.25,515.86,489.54,503.41,63
RS,ESCOLA ESTADUAL DE ENSINO MEDIO MARIANTE,PUBLICA,21,517.05,540.22,531.03,512.88,577.94,525.3,70,TRUE,43165478,RS,ESCOLA ESTADUAL DE ENSINO MEDIO MARIANTE,public,540.22,517.05,512.88,531.03,525.3,30
RS,ESCOLA ESTADUAL DE ENSINO MEDIO NISIA FLORESTA,PUBLICA,29,477.19,514.5,464.17,509.17,572.22,491.26,53.7,TRUE,43167420,RS,ESCOLA ESTADUAL DE ENSINO MEDIO NISIA FLORESTA,public,514.5,477.19,509.17,464.17,491.26,54
RS,ESCOLA ESTADUAL DE ENSINO MEDIO NOSSA SENHORA DAS VITORIAS,PUBLICA,19,434.52,494.53,452.79,469.01,542.19,462.71,42.2,TRUE,43028071,RS,ESCOLA ESTADUAL DE ENSINO MEDIO NOSSA SENHORA DAS VITORIAS,public,494.53,434.52,469.01,452.79,462.71,45
RS,ESCOLA ESTADUAL DE ENSINO MEDIO NOVA SOCIEDADE,PUBLICA,17,439.62,490.17,465.88,474.41,517.19,467.52,56.7,TRUE,43038735,RS,ESCOLA ESTADUAL DE ENSINO MEDIO NOVA SOCIEDADE,public,490.17,439.62,474.41,465.88,467.52,30
RS,ESCOLA ESTADUAL DE ENSINO MEDIO OSCAR COELHO DE SOUZA,PUBLICA,18,472.42,505.91,452.49,465.16,509.38,474,31,TRUE,43106439,RS,ESCOLA ESTADUAL DE ENSINO MEDIO OSCAR COELHO DE SOUZA,public,505.91,472.42,465.16,452.49,474,58
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PADRE ANETO BOGNI,PUBLICA,16,500.44,541.74,494.47,525.62,612.5,515.57,53.3,TRUE,43040918,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PADRE ANETO BOGNI,public,541.74,500.44,525.62,494.47,515.57,30
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PASTOR VOGES,PUBLICA,34,499.94,548.45,500.2,512.95,577.21,515.38,100,TRUE,43155030,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PASTOR VOGES,public,548.45,499.94,512.95,500.2,515.38,34
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PINDORAMA,PUBLICA,30,460.06,521.96,481.01,490.92,584.17,488.49,56.6,TRUE,43096808,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PINDORAMA,public,521.96,460.06,490.92,481.01,488.49,53
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PONCHE VERDE,PUBLICA,50,483.08,522.26,504.61,486.92,599.5,499.22,73.5,TRUE,43149154,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PONCHE VERDE,public,522.26,483.08,486.92,504.61,499.22,68
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFª MARIA SIRLEY VARGAS FERRAZ,PUBLICA,13,468.76,521.35,494.89,475.77,476.92,490.19,31.7,TRUE,43174566,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFª MARIA SIRLEY VARGAS FERRAZ,public,521.35,468.76,475.77,494.89,490.19,41
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFESSOR ALBANO ALVES PEREIRA,PUBLICA,40,465.08,502.4,505.18,493.75,552.56,491.6,44.1,TRUE,43094520,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFESSOR ALBANO ALVES PEREIRA,public,502.4,465.08,493.75,505.18,491.6,91
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFESSOR RAIMUNDO ALMEIDA,PUBLICA,23,509.75,562.57,548.77,527.84,623.86,537.23,60.5,TRUE,43147950,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROFESSOR RAIMUNDO ALMEIDA,public,562.57,509.75,527.84,548.77,537.23,38
RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROTASIO ALVES,PUBLICA,39,490.04,545.29,517.38,537.6,634.62,522.58,49,TRUE,43098819,RS,ESCOLA ESTADUAL DE ENSINO MEDIO PROTASIO ALVES,public,545.29,490.04,537.6,517.38,522.58,80
RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAIMUNDO CORREA,PUBLICA,13,471,528.68,492.7,488.19,553.85,495.14,23.1,TRUE,43057292,RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAIMUNDO CORREA,public,528.68,471,488.19,492.7,495.14,56
RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAIMUNDO PELISSARO,PUBLICA,10,506.22,548.59,485.98,492.98,522.5,508.44,66.7,TRUE,43046495,RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAIMUNDO PELISSARO,public,548.59,506.22,492.98,485.98,508.44,15
RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAUL PILLA,PUBLICA,25,463.11,509.2,484.38,493.4,575,487.52,26.3,TRUE,43107982,RS,ESCOLA ESTADUAL DE ENSINO MEDIO RAUL PILLA,public,509.2,463.11,493.4,484.38,487.52,95
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SANTA CATARINA,PUBLICA,199,504.66,553.61,539.06,528.88,619.11,531.55,65.9,TRUE,43043690,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SANTA CATARINA,public,553.61,504.66,528.88,539.06,531.55,302
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SANTO AUGUSTO,PUBLICA,69,471.31,515.01,484.96,481.77,573.11,488.26,65.7,TRUE,43131786,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SANTO AUGUSTO,public,515.01,471.31,481.77,484.96,488.26,105
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO GABRIEL,PUBLICA,58,465.51,517.99,479.78,477.48,542.13,485.19,51.3,TRUE,43104495,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO GABRIEL,public,517.99,465.51,477.48,479.78,485.19,113
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO GERALDO,PUBLICA,26,515.11,559.32,518.41,513.38,600,526.55,60.5,TRUE,43075150,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO GERALDO,public,559.32,515.11,513.38,518.41,526.55,43
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO ROQUE,PUBLICA,21,485.3,532.5,513.64,493.68,623.81,506.28,77.8,TRUE,43071473,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO ROQUE,public,532.5,485.3,493.68,513.64,506.28,27
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO VICENTE,PUBLICA,54,469.43,520.38,510.37,493.87,583.82,498.51,65.7,TRUE,43145655,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SAO VICENTE,public,520.38,469.43,493.87,510.37,498.51,82
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SENADOR ALBERTO PASQUALINI,PUBLICA,18,474.01,526.33,517.23,510.89,607.35,507.11,100,TRUE,43037364,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SENADOR ALBERTO PASQUALINI,public,526.33,474.01,510.89,517.23,507.11,18
RS,ESCOLA ESTADUAL DE ENSINO MEDIO SEPE TIARAJU,PUBLICA,21,487.53,515.35,495.58,504.02,597.5,500.62,63.6,TRUE,43154794,RS,ESCOLA ESTADUAL DE ENSINO MEDIO SEPE TIARAJU,public,515.35,487.53,504.02,495.58,500.62,33
RS,ESCOLA ESTADUAL DE ENSINO MEDIO VALE VERDE,PUBLICA,43,478.69,542.1,494.07,520.99,568.6,508.96,58.1,TRUE,43013910,RS,ESCOLA ESTADUAL DE ENSINO MEDIO VALE VERDE,public,542.1,478.69,520.99,494.07,508.96,74
RS,ESCOLA ESTADUAL DE ENSINO MEDIO VICENTE GOULART,PUBLICA,23,444.27,492.46,446.28,442.87,489.29,456.47,33.3,TRUE,43077188,RS,ESCOLA ESTADUAL DE ENSINO MEDIO VICENTE GOULART,public,492.46,444.27,442.87,446.28,456.47,69
RS,ESCOLA ESTADUAL DE ENSINO MEDIO VICENTE GUERRA,PUBLICA,13,492.69,536.42,495.71,490.9,571.15,503.93,39.4,TRUE,43090028,RS,ESCOLA ESTADUAL DE ENSINO MEDIO VICENTE GUERRA,public,536.42,492.69,490.9,495.71,503.93,33
RS,ESCOLA ESTADUAL DE ENSINO MEDIO WILLY CARLOS FROHLICH,PUBLICA,43,497.11,561.93,526.49,524.6,593.6,527.53,55.1,TRUE,43119972,RS,ESCOLA ESTADUAL DE ENSINO MEDIO WILLY CARLOS FROHLICH,public,561.93,497.11,524.6,526.49,527.53,78
RS,ESCOLA ESTADUAL DE ENSINO MEDIO XANGRI-LA,PUBLICA,59,461.11,515.32,485.68,487.04,583.18,487.29,53.2,TRUE,43205852,RS,ESCOLA ESTADUAL DE ENSINO MEDIO XANGRI-LA,public,515.32,461.11,487.04,485.68,487.29,111
RS,ESCOLA ESTADUAL EDUCACAO BASICA TIRADENTES,PUBLICA,35,461.65,497.37,502.45,455.66,542.97,479.28,57.1,TRUE,43159052,RS,ESCOLA ESTADUAL EDUCACAO BASICA TIRADENTES,public,497.37,461.65,455.66,502.45,479.28,61
RS,ESCOLA ESTADUAL EDUCACAO BASICA VENANCIO AIRES,PUBLICA,21,428.45,493.59,466.58,469.72,573.61,464.58,40.4,TRUE,43049966,RS,ESCOLA ESTADUAL EDUCACAO BASICA VENANCIO AIRES,public,493.59,428.45,469.72,466.58,464.58,52
RS,ESCOLA ESTADUAL ENSINO MEDIO CECILIA MEIRELES,PUBLICA,32,471.73,518.18,506.89,499.35,595.69,499.04,49.7,TRUE,43048072,RS,ESCOLA ESTADUAL ENSINO MEDIO CECILIA MEIRELES,public,518.18,471.73,499.35,506.89,499.04,64
RS,ESCOLA ESTADUAL ENSINO MEDIO D PEDRO DE ALCANTARA,PUBLICA,19,514.96,560.38,520.72,522.36,638.89,529.61,70.4,TRUE,43156290,RS,ESCOLA ESTADUAL ENSINO MEDIO D PEDRO DE ALCANTARA,public,560.38,514.96,522.36,520.72,529.61,27
RS,ESCOLA ESTADUAL TECNICA DE AGRICULTURA,PUBLICA,39,519.86,555.65,561.16,515,540.79,537.91,68.4,TRUE,43167357,RS,ESCOLA ESTADUAL TECNICA DE AGRICULTURA,public,555.65,519.86,515,561.16,537.91,57
RS,ESCOLA ESTADUAL TECNICA ENCRUZILHADA,PUBLICA,12,472.18,522.18,484.98,463.11,529.55,485.61,57.1,TRUE,43077480,RS,ESCOLA ESTADUAL TECNICA ENCRUZILHADA,public,522.18,472.18,463.11,484.98,485.61,21
RS,ESCOLA ESTADUAL TECNICA GUARAMANO,PUBLICA,84,501.07,529.76,523.02,496.12,569.51,512.49,67.2,TRUE,43071538,RS,ESCOLA ESTADUAL TECNICA GUARAMANO,public,529.76,501.07,496.12,523.02,512.49,125
RS,ESCOLA INSTITUTO MENINO DEUS,PRIVADA,20,537.59,605.08,600.32,584.29,685,581.82,80,TRUE,43098592,RS,ESCOLA INSTITUTO MENINO DEUS,private,605.08,537.59,584.29,600.32,581.82,25
RS,ESCOLA LUTERANA SAO MARCOS DE EDUCACAO BASICA,PRIVADA,29,533.6,577.26,587.92,552.46,586.61,562.81,93.5,TRUE,43013880,RS,ESCOLA LUTERANA SAO MARCOS DE EDUCACAO BASICA,private,577.26,533.6,552.46,587.92,562.81,31
RS,ESCOLA MEDIA ESTADUAL JACINTO INACIO,PUBLICA,31,460.5,486.76,454.93,464.16,501.67,466.59,42.7,TRUE,43171281,RS,ESCOLA MEDIA ESTADUAL JACINTO INACIO,public,486.76,460.5,464.16,454.93,466.59,73
RS,ESCOLA MUNICIPAL DE ENSINO MEDIO ALFREDO AVELINE,PUBLICA,26,522.73,569.04,548.99,532.07,637,543.21,72.2,TRUE,43022375,RS,ESCOLA MUNICIPAL DE ENSINO MEDIO ALFREDO AVELINE,public,569.04,522.73,532.07,548.99,543.21,36
RS,ESCOLA MUNICIPAL DE ENSINO MEDIO JOZUE MACHADO DOS SANTOS,PUBLICA,34,453.01,501.74,480.55,485.38,546.88,480.17,46.6,TRUE,43159753,RS,ESCOLA MUNICIPAL DE ENSINO MEDIO JOZUE MACHADO DOS SANTOS,public,501.74,453.01,485.38,480.55,480.17,73
RS,ESCOLA SANTA MONICA,PRIVADA,33,562.87,619.91,612.83,592.59,684.09,597.05,100,TRUE,43173217,RS,ESCOLA SANTA MONICA,private,619.91,562.87,592.59,612.83,597.05,33
RS,ESCOLA TECNICA BOM PASTOR,PRIVADA,11,524.45,559.26,488.11,511.12,570.45,520.74,61.1,TRUE,43091881,RS,ESCOLA TECNICA BOM PASTOR,private,559.26,524.45,511.12,488.11,520.74,18
RS,ESCOLA TECNICA CENECISTA CAROLINO EUZEBIO NUNES,PRIVADA,25,524.22,570.26,556.37,548.04,615.63,549.72,78.1,TRUE,43045685,RS,ESCOLA TECNICA CENECISTA CAROLINO EUZEBIO NUNES,private,570.26,524.22,548.04,556.37,549.72,32
RS,ESCOLA TECNICA CENECISTA ESTANCIA VELHA,PRIVADA,13,496.65,532.74,504.03,523.44,534.62,514.21,18.1,TRUE,43059899,RS,ESCOLA TECNICA CENECISTA ESTANCIA VELHA,private,532.74,496.65,523.44,504.03,514.21,72
RS,ESCOLA TECNICA CENECISTA GENERAL OSORIO,PRIVADA,10,531.1,555.79,605.69,550.09,617.5,560.67,54.3,TRUE,43116116,RS,ESCOLA TECNICA CENECISTA GENERAL OSORIO,private,555.79,531.1,550.09,605.69,560.67,18
RS,ESCOLA TECNICA CENECISTA PROFESSOR DURBAM FERRAZ FERREIRA,PRIVADA,18,486.74,571.11,559.81,518.97,637.5,534.16,38.3,TRUE,43155502,RS,ESCOLA TECNICA CENECISTA PROFESSOR DURBAM FERRAZ FERREIRA,private,571.11,486.74,518.97,559.81,534.16,47
RS,ESCOLA TECNICA DIMENSAO,PRIVADA,11,445.36,497.26,454.71,514.67,563.64,478,54.2,TRUE,43181023,RS,ESCOLA TECNICA DIMENSAO,private,497.26,445.36,514.67,454.71,478,20
RS,ESCOLA TECNICA ESTADUAL CANGUCU,PUBLICA,107,484.87,548.85,499.23,511.1,588.44,511.01,79.9,TRUE,43037399,RS,ESCOLA TECNICA ESTADUAL CANGUCU,public,548.85,484.87,511.1,499.23,511.01,134
RS,ESCOLA TECNICA ESTADUAL CELEIRO,PUBLICA,14,497.27,524.98,488.41,484.21,546.43,498.72,77.8,TRUE,43169368,RS,ESCOLA TECNICA ESTADUAL CELEIRO,public,524.98,497.27,484.21,488.41,498.72,18
RS,ESCOLA TECNICA ESTADUAL ENTRE-IJUIS,PUBLICA,48,492.59,528.82,545.14,502.97,565.43,517.38,50.7,TRUE,43055885,RS,ESCOLA TECNICA ESTADUAL ENTRE-IJUIS,public,528.82,492.59,502.97,545.14,517.38,95
RS,ESCOLA TECNICA ESTADUAL MONTEIRO LOBATO,PUBLICA,113,519.93,565.49,570.24,543.98,588.08,549.91,63.5,TRUE,43152325,RS,ESCOLA TECNICA ESTADUAL MONTEIRO LOBATO,public,565.49,519.93,543.98,570.24,549.91,178
RS,ESCOLA TECNICA ESTADUAL PAROBE,PUBLICA,169,524.43,571.14,572.58,548.58,576.69,554.18,72.8,TRUE,43105688,RS,ESCOLA TECNICA ESTADUAL PAROBE,public,571.14,524.43,548.58,572.58,554.18,232
RS,ESCOLA TECNICA ESTADUAL PRESIDENTE GETULIO VARGAS,PUBLICA,77,490.19,527.15,507.52,499.73,579.33,506.15,73.3,TRUE,43129307,RS,ESCOLA TECNICA ESTADUAL PRESIDENTE GETULIO VARGAS,public,527.15,490.19,499.73,507.52,506.15,105
RS,ESCOLA TECNICA ESTADUAL SENADOR ERNESTO DORNELLES,PUBLICA,28,495.51,543.13,525.02,527.55,586.61,522.8,45.2,TRUE,43105696,RS,ESCOLA TECNICA ESTADUAL SENADOR ERNESTO DORNELLES,public,543.13,495.51,527.55,525.02,522.8,62
RS,ESCOLA TECNICA ITAQUIENSE,PRIVADA,37,475.56,517.12,483.21,497.69,556.94,493.39,55.2,TRUE,43077242,RS,ESCOLA TECNICA ITAQUIENSE,private,517.12,475.56,497.69,483.21,493.39,67
RS,ESCOLA TECNICA MUNICIPAL FARROUPILHA,PUBLICA,47,475.22,531.53,531.11,519.85,578.05,514.43,51.1,TRUE,43160263,RS,ESCOLA TECNICA MUNICIPAL FARROUPILHA,public,531.53,475.22,519.85,531.11,514.43,92
RS,FUNDACAO ESCOLA TECNICA LIBERATO SALZANO VIEIRA DA CUNHA,PUBLICA,340,574.4,611.98,695.56,588.75,654.61,617.67,94.2,TRUE,43092900,RS,FUNDACAO ESCOLA TECNICA LIBERATO SALZANO VIEIRA DA CUNHA,public,611.98,574.4,588.75,695.56,617.67,361
RS,IEE ASSUNTA FORTINI,PUBLICA,45,492.43,537.26,496.16,512.52,601.14,509.59,54.2,TRUE,43020569,RS,IEE ASSUNTA FORTINI,public,537.26,492.43,512.52,496.16,509.59,83
RS,IEE CARDEAL PACELLI,PUBLICA,95,496.87,548.35,523.44,510.91,609.04,519.89,53.7,TRUE,43157734,RS,IEE CARDEAL PACELLI,public,548.35,496.87,510.91,523.44,519.89,177
RS,IEE CRISTO REDENTOR,PUBLICA,65,515.62,550.95,525.84,514.05,637.69,526.61,83.3,TRUE,43035418,RS,IEE CRISTO REDENTOR,public,550.95,515.62,514.05,525.84,526.61,78
RS,IEE CRUZEIRO DO SUL ONIVA DE MOURA BRIZOLA,PUBLICA,30,451.69,505.94,448.32,489.63,550,473.9,44.1,TRUE,43039936,RS,IEE CRUZEIRO DO SUL ONIVA DE MOURA BRIZOLA,public,505.94,451.69,489.63,448.32,473.9,68
RS,IEE JOAO XXIII,PUBLICA,106,471.64,515,477.52,490.73,578.19,488.72,47.3,TRUE,43068022,RS,IEE JOAO XXIII,public,515,471.64,490.73,477.52,488.72,224
RS,IEE PAULO FREIRE,PUBLICA,56,496.38,550.87,528.29,534.41,655.66,527.49,43.4,TRUE,43143946,RS,IEE PAULO FREIRE,public,550.87,496.38,534.41,528.29,527.49,129
RS,IEE PROF PEDRO SCHNEIDER,PUBLICA,208,484.92,547.03,521.73,524.15,602.21,519.46,42.9,TRUE,43139604,RS,IEE PROF PEDRO SCHNEIDER,public,547.03,484.92,524.15,521.73,519.46,485
RS,IEE VISCONDE DE CAIRU,PUBLICA,81,484.4,530.71,490.29,508.68,643.99,503.52,40.7,TRUE,43126359,RS,IEE VISCONDE DE CAIRU,public,530.71,484.4,508.68,490.29,503.52,199
RS,INST DE ED EST RUBEN DARIO,PUBLICA,149,480.13,523.36,518.51,521.47,581.51,510.87,26.9,TRUE,43146066,RS,INST DE ED EST RUBEN DARIO,public,523.36,480.13,521.47,518.51,510.87,554
RS,INST DE EDUCACAO NOSSA SRA DA GLORIA,PRIVADA,18,500.21,559.24,544.74,559.71,609.72,540.98,36.7,TRUE,43039286,RS,INST DE EDUCACAO NOSSA SRA DA GLORIA,private,559.24,500.21,559.71,544.74,540.98,49
RS,INST EDUC EST MARCELINO RAMOS,PUBLICA,29,469.59,517.62,496.68,475.44,523.21,489.83,76.3,TRUE,43086004,RS,INST EDUC EST MARCELINO RAMOS,public,517.62,469.59,475.44,496.68,489.83,38
RS,INST EDUCAC JOAO XXIII-ESC DE 1 E 2 GRAUS,PRIVADA,44,586.28,650.38,684.59,626.38,604.41,636.91,86.3,TRUE,43107575,RS,INST EDUCAC JOAO XXIII-ESC DE 1 E 2 GRAUS,private,650.38,586.28,626.38,684.59,636.91,51
RS,INST EST DE ED SAO JOSE,PUBLICA,121,476.7,522.51,492.06,498.88,564.25,497.54,69.9,TRUE,43138497,RS,INST EST DE ED SAO JOSE,public,522.51,476.7,498.88,492.06,497.54,173
RS,INST EST DE EDUC BARAO DE TRAMANDAI,PUBLICA,81,487.39,543.94,531.5,520.24,606.25,520.77,23.2,TRUE,43156576,RS,INST EST DE EDUC BARAO DE TRAMANDAI,public,543.94,487.39,520.24,531.5,520.77,349
RS,INST EST DE EDUC ELISA FERRARI VALLS,PUBLICA,230,491.52,548.37,512.7,527.9,618.16,520.12,73.5,TRUE,43162479,RS,INST EST DE EDUC ELISA FERRARI VALLS,public,548.37,491.52,527.9,512.7,520.12,313
RS,INST EST DE EDUC MARIA ANGELINA MAGGI,PUBLICA,74,497.46,542,559.26,520.13,598.96,529.71,69.8,TRUE,43156851,RS,INST EST DE EDUC MARIA ANGELINA MAGGI,public,542,497.46,520.13,559.26,529.71,106
RS,INST EST DE EDUC OSWALDO ARANHA,PUBLICA,119,454.66,497.09,472.68,481.39,573.49,476.45,53,TRUE,43012469,RS,INST EST DE EDUC OSWALDO ARANHA,public,497.09,454.66,481.39,472.68,476.45,225
RS,INST EST DE EDUC SAO FRANCISCO XAVIER,PUBLICA,53,481.71,534.01,542.92,499.71,582.81,514.59,60.9,TRUE,43110061,RS,INST EST DE EDUC SAO FRANCISCO XAVIER,public,534.01,481.71,499.71,542.92,514.59,87
RS,INST EST DE EDUCACAO SAO JERONIMO,PUBLICA,40,472.76,511.11,520.61,499.94,569.23,501.1,24.8,TRUE,43137393,RS,INST EST DE EDUCACAO SAO JERONIMO,public,511.11,472.76,499.94,520.61,501.1,161
RS,INST EST EDUC AIMONE SOARES CARRICONDE,PUBLICA,75,486.95,527.08,502.68,521.29,566.89,509.5,72.1,TRUE,43017517,RS,INST EST EDUC AIMONE SOARES CARRICONDE,public,527.08,486.95,521.29,502.68,509.5,104
RS,INST EST EDUC ASSIS BRASIL,PUBLICA,170,459.77,524.52,474.56,503.95,580.37,490.7,57.4,TRUE,43101836,RS,INST EST EDUC ASSIS BRASIL,public,524.52,459.77,503.95,474.56,490.7,296
RS,INST EST EDUC ASSIS CHATEAUBRIAND,PUBLICA,74,443.82,490.77,454.2,488.2,569.12,469.25,27.8,TRUE,43045723,RS,INST EST EDUC ASSIS CHATEAUBRIAND,public,490.77,443.82,488.2,454.2,469.25,266
RS,INST EST EDUC CASTRO ALVES,PUBLICA,55,441.57,478.24,455.65,461.92,560.38,459.35,43.3,TRUE,43022235,RS,INST EST EDUC CASTRO ALVES,public,478.24,441.57,461.92,455.65,459.35,127
RS,INST EST EDUC CECILIA MEIRELES,PUBLICA,48,481.25,542.07,521,516.33,608.85,515.16,60.8,TRUE,43023134,RS,INST EST EDUC CECILIA MEIRELES,public,542.07,481.25,516.33,521,515.16,79
RS,INST EST EDUC CEL PATRICIO VIEIRA RODRIGUES,PUBLICA,42,490.62,552.23,499.52,511.07,589.02,513.36,26.6,TRUE,43152198,RS,INST EST EDUC CEL PATRICIO VIEIRA RODRIGUES,public,552.23,490.62,511.07,499.52,513.36,158
RS,INST EST EDUC CONEGO LUIZ WALTER HANQUET,PUBLICA,163,488.71,530.02,492.56,512.96,628.37,506.06,75.8,TRUE,43031005,RS,INST EST EDUC CONEGO LUIZ WALTER HANQUET,public,530.02,488.71,512.96,492.56,506.06,215
